"itemCode","itemValue"
"3405","PLEUROPERITONEAL SHUNT"
"3406","Thorac drain pleurl cav"
"3409","OTHER PLEURAL INCISION"
"341","Incision of mediastinum"
"3420","Thoracoscopic pleural bx"
"3421","Transpleura thoracoscopy"
"3422","Mediastinoscopy"
"3423","CHEST WALL BIOPSY"
"3424","PLEURAL BIOPSY"
"3425","CLOS MEDIASTINAL BIOPSY"
"3426","Open mediastinal biopsy"
"3427","Biopsy of diaphragm"
"3428","Dx procedure thorax NEC"
"3429","Dx proc mediastinum NEC"
"343","Destruct mediastin les"
"344","Destruct chest wall les"
"3451","Decortication of lung"
"3452","Thoracoscopc decort lung"
"3459","Other pleural excision"
"346","Scarification of pleura"
"3471","SUTURE CHEST WALL LACER"
"3472","THORACOSTOMY CLOSURE"
"3473","Clos thoracic fistul NEC"
"3474","Pectus deformity repair"
"3479","Other chest wall repair"
"3481","Excise diaphragm lesion"
"3482","Suture diaphragm lacerat"
"3483","Close diaphragm fistula"
"3484","Other diaphragm repair"
"3485","Implant diaphra pacemake"
"3489","Diaphragm operation NEC"
"3491","Thoracentesis"
"3492","INJECT INTO THORAX CAVIT"
"3493","Repair of pleura"
"3499","Thoracic operation NEC"
"3500","Closed valvotomy NOS"
"3501","Closed aortic valvotomy"
"3502","Closed mitral valvotomy"
"3503","Closed pulmon valvotomy"
"3504","Closed tricusp valvotomy"
"3505","Endovasc repl of aor v"
"3506","Transapical repl avor"
"3507","Endovasc repl pul v"
"3508","Transapical repl pul v"
"3509","Endovasc repl unspec v"
"3510","Open valvuloplasty NOS"
"3511","Opn aortic valvuloplasty"
"3512","Opn mitral valvuloplasty"
"3513","Opn pulmon valvuloplasty"
"3514","Opn tricus valvuloplasty"
"3520","Replace heart valve NOS"
"3521","Replace aort valv-tissue"
"3522","Replace aortic valve NEC"
"3523","Replace mitr valv-tissue"
"3524","Replace mitral valve NEC"
"3525","Replace pulm valv-tissue"
"3526","Replace pulmon valve NEC"
"3527","Replace tric valv-tissue"
"3528","Replace tricusp valv NEC"
"3531","Papillary muscle ops"
"3532","Chordae tendineae ops"
"3533","Annuloplasty"
"3534","Infundibulectomy"
"3535","Trabecul carneae cord op"
"3539","Tiss adj to valv ops NEC"
"3541","ENLARGE EXISTING SEP DEF"
"3542","Create septal defect"
"3550","Prosth rep hrt septa NOS"
"3551","Pros rep atrial def-opn"
"3552","Pros repair atria def-cl"
"3553","Pros rep ventric def-opn"
"3554","Pros rep endocar cushion"
"3555","PROS REP VENTRC DEF-CLOS"
"3560","Grft repair hrt sept NOS"
"3561","Graft repair atrial def"
"3562","Graft repair ventric def"
"3563","Grft rep endocar cushion"
"3570","Heart septa repair NOS"
"3571","Atria septa def rep NEC"
"3572","Ventr septa def rep NEC"
"3573","Endocar cushion rep NEC"
"3581","Tot repair tetral fallot"
"3582","Total repair of tapvc"
"3583","Tot rep truncus arterios"
"3584","Tot cor transpos grt ves"
"3591","Interat ven retrn transp"
"3592","Conduit rt vent-pul art"
"3593","Conduit left ventr-aorta"
"3594","Conduit artium-pulm art"
"3595","Heart repair revision"
"3596","Perc balloon valvuplasty"
"3597","Percut MV rep w implant"
"3598","Other heart septa ops"
"3599","Other heart valve ops"
"3601","Ptca-1 ves/ath w/o agent"
"3602","Ptca-1 ves/ath w agent"
"3603","Open coronry angioplasty"
"3604","INTRCORONRY THROMB INFUS"
"3605","Ptca-multiple vessel/ath"
"3606","Ins nondrug elut cor st"
"3607","Ins drug-elut coronry st"
"3609","Rem of cor art obstr NEC"
"3610","Aortocoronary bypass NOS"
"3611","Aortocor bypas-1 cor art"
"3612","Aortocor bypas-2 cor art"
"3613","Aortocor bypas-3 cor art"
"3614","Aortcor bypas-4+ cor art"
"3615","1 int mam-cor art bypass"
"3616","2 int mam-cor art bypass"
"3617","Abd-coron artery bypass"
"3619","Hrt revas byps anas NEC"
"362","Arterial implant revasc"
"3631","Open chest trans revasc"
"3632","Oth transmyo revascular"
"3633","ENDO TRANSMYO REVASCULAR"
"3634","PERC TRANSMYO REVASCULAR"
"3639","Oth heart revascular"
"3691","Coron vess aneurysm rep"
"3699","Heart vessel op NEC"
"370","PERICARDIOCENTESIS"
"3710","Incision of heart NOS"
"3711","Cardiotomy"
"3712","Pericardiotomy"
"3720","NONINVAS ELECT STIMULATN"
"3721","Rt heart cardiac cath"
"3722","Left heart cardiac cath"
"3723","Rt/left heart card cath"
"3724","Pericardial biopsy"
"3725","CARDIAC BIOPSY"
"3726","Cath base invasv ep test"
"3727","Cardiac mapping"
"3728","Intracardiac echocardio"
"3729","HRT/PERICAR DX PROC NEC"
"3731","Pericardiectomy"
"3732","Heart aneurysm excision"
"3733","Exc/dest hrt lesion open"
"3734","Exc/des hrt les,endovasc"
"3735","Partial ventriculectomy"
"3736","Exc left atrial appendag"
"3737","Thor exc/des oth les/tis h"
"374","Heart & pericard repair"
"3741","IMPL CARDIAC SUPPORT DEV"
"3749","HEART/PERICARD REPR NEC"
"375","Heart transplantation"
"3751","Heart transplantation"
"3752","Imp tot int bi ht rp sys"
"3753","Repl/rep thr unt tot hrt"
"3754","Repl/rep oth tot hrt sys"
"3755","Rem int bivent hrt sys"
"3760","Imp bivn ext hrt ast sys"
"3761","Pulsation balloon implan"
"3762","Insrt non-impl circ dev"
"3763","Repair heart assist sys"
"3764","Remve ext hrt assist sys"
"3765","Imp vent ext hrt ast sys"
"3766","Ins Implantable hrt assist"
"3767","Imp cardiomyostimul sys"
"3768","Percutan hrt assist syst"
"3770","Int insert pacemak lead"
"3771","Int insert lead in vent"
"3772","Int insert lead atri-vent"
"3773","Int insert lead in atrium"
"3774","Int or repl lead epicar"
"3775","Revision of lead"
"3776","Repl tv atri-vent lead"
"3777","Removal of lead w/o repl"
"3778","INSER TEMP PACEMAKER SYS"
"3779","Rev/reloc card dev pockt"
"3780","Int or repl perm pacemkr"
"3781","Int insert 1-cham, non"
"3782","Int insert 1-cham, rate"
"3783","Int insert dual-cham dev"
"3785","Repl pacem w 1-cham, non"
"3786","Repl pacem 1-cham, rate"
"3787","Repl pacem w dual-cham"
"3789","Revise or remove pacemak"
"3790","Ins left atr append dev"
"3791","Opn chest cardiac massag"
"3792","INJECTION INTO HEART"
"3793","INJECTION INTO PERICARD"
"3794","lmplt/repl carddefib tot"
"3795","Implt cardiodefib leads"
"3796","Implt cardiodefib genatr"
"3797","Repl cardiodefib leads"
"3798","Repl cardiodefib genratr"
"3799","Other heart/pericard ops"
"3800","Incision of vessel NOS"
"3801","Intracran vessel incis"
"3802","Head/neck ves incis NEC"
"3803","Upper limb vessel incis"
"3804","Incision of aorta"
"3805","Thoracic vessel inc NEC"
"3806","Abdomen artery incision"
"3807","Abdominal vein incision"
"3808","Lower limb artery incis"
"3809","Lower limb vein incision"
"3810","Endarterectomy NOS"
"3811","Intracran endarterectomy"
"3812","Head & neck endarter NEC"
"3813","Upper limb endarterectom"
"3814","Endarterectomy of aorta"
"3815","Thoracic endarterectomy"
"3816","Abdominal endarterectomy"
"3818","Lower limb endarterect"
"3821","Blood vessel biopsy"
"3822","PERCUTANEOUS ANGIOSCOPY"
"3823","Intravasclr spectroscopy"
"3824","Intravas img cor ves OCT"
"3825","Intravas img non-cor OCT"
"3826","Ins imp pr sens for hd mon"
"3829","Blood vessel dx proc NEC"
"3830","Vessel resect/anast NOS"
"3831","Intracran ves resec-anas"
"3832","Head/neck ves resec-anas"
"3833","Arm vessel resect/anast"
"3834","Aorta resection & anast"
"3835","Thor vessel resect/anast"
"3836","Abd vessel resect/anast"
"3837","Abd vein resect & anast"
"3838","Leg artery resect/anast"
"3839","Leg vein resect/anastom"
"3840","Vessel resect/replac NOS"
"3841","Intracran ves resec-repl"
"3842","Head/neck ves resec-repl"
"3843","Arm ves resect w replace"
"3844","Resect abdm aorta w repl"
"3845","Resect thorac ves w repl"
"3846","Abd artery resec w repla"
"3847","Abd vein resect w replac"
"3848","Leg artery resec w repla"
"3849","Leg vein resect w replac"
"3850","Varicose v lig-strip NOS"
"3851","Intcran var v lig-strip"
"3852","Head/neck var v lig-str"
"3853","Arm varicose v lig-strip"
"3855","Thorac var v lig-strip"
"3857","Abd varicos v liga-strip"
"3859","Leg varicos v liga-strip"
"3860","Excision of vessel NOS"
"3861","Intracran vessel excis"
"3862","Head/neck vessel excis"
"3863","Arm vessel excision"
"3864","Excision of aorta"
"3865","Thoracic vessel excision"
"3866","Abdominal artery excis"
"3867","Abdominal vein excision"
"3868","Leg artery excision"
"3869","Leg vein excision"
"387","Interruption vena cava"
"3880","Surg vessel occlus NEC"
"3881","Occlus intracran ves NEC"
"3882","Occlus head/neck ves NEC"
"3883","Occlude arm vessel NEC"
"3884","Occlude aorta NEC"
"3885","Occlude thoracic ves NEC"
"3886","Occlude abd artery NEC"
"3887","Occlude abd vein NEC"
"3888","Occlude leg artery NEC"
"3889","Occlude leg vein NEC"
"3891","Arterial catheterization"
"3892","Umbilical vein cath"
"3893","Venous cath NEC"
"3894","Venous cutdown"
"3895","VEN CATH RENAL DIALYSIS"
"3897","Cent v cath place w guidnc"
"3898","ARTERIAL PUNCTURE NEC"
"3899","VENOUS PUNCTURE NEC"
"390","Systemic-pulm art shunt"
"391","Intra-abd venous shunt"
"3921","Caval-pulmon art anastom"
"3922","Aorta-subcIv-carot bypas"
"3923","Intrathoracic shunt NEC"
"3924","Aorta-renal bypass"
"3925","Aorta-iliac-femor bypass"
"3926","Intra-abdomin shunt NEC"
"3927","Dialysis arteriovenostom"
"3928","Extracran-intracr bypass"
"3929","Vasc shunt & bypass NEC"
"3930","Suture of vessel NOS"
"3931","Suture of artery"
"3932","Suture of vein"
"3941","Postop vasc op hem contr"
"3942","Revis ren dialysis shunt"
"3943","Remov ren dialysis shunt"
"3949","Vasc proc revision NEC"
"3950","Angio/ath oth non-coro ves"
"3951","Clipping of aneurysm"
"3952","Aneurysm repair NEC"
"3953","Arterioven fistula rep"
"3954","Re-entry operation"
"3955","Reimplan aberr renal ves"
"3956","Repair vess w tis patch"
"3957","Rep vess w synth patch"
"3958","Repair vess w patch NOS"
"3959","Repair of vessel NEC"
"3961","EXTRACORPOREAL CIRCULAT"
"3962","HYPOTHERMIA W OPEN HEART"
"3963","CARDIOPLEGIA"
"3964","INTRAOP CARDIAC PACEMAK"
"3965","EXTRACORPOREAL MEMB OXY"
"3966","PER CARDIOPULMON BYPASS"
"3971","ENDO IMPL GRFT ABD AORTA"
"3972","Endovasc embol head ves"
"3973","ENDO IMP GRFT THOR AORTA"
"3974","ENDO REM OBS HD/NECK VES"
"3975","Endo emb hd/nk,bare coil"
"3976","Endo em hd/nk,bioac coil"
"3977","Tmp thera endovas occl ves"
"3978","Endv imp brnch/fen grf ao"
"3979","Oth endo proc oth vessel"
"398","Vascular body operations"
"3981","Imp/rep caro sin st dv tot"
"3982","Imp/rep carot sin sti lead"
"3983","Iml/rep caro sin st pul gn"
"3984","Rev caro sin sti lead"
"3985","Rev caro sin sti  pul gen"
"3986","Rem caro sin sti dev tot"
"3987","Rem caro sin sti lead"
"3988","Rem caro sin sti pul gen"
"3989","Oth op caro body s& oth"
"3990","Ins non-d-e non-cor stnt"
"3991","Freeing of vessel"
"3992","Vein inject-scleros agnt"
"3993","Insert ves-to-ves cannul"
"3994","Replac ves-to-ves cannul"
"3995","HEMODIALYSIS"
"3996","TOTAL BODY PERFUSION"
"3997","OTHER PERFUSION"
"3998","Hemorrhage control NOS"
"3999","Vessel operation NEC"
"400","Incis lymphatic structur"
"4007713","การบริบาลหญิงหลังคลอดด้วยการนวดที่หน้าท้อง"
"4007714","การบริบาลหญิงหลังคลอดด้วยการประคบสมุนไพรที่หน้าท้อง"
"4007810","การนวดด้วยยาหรือน้ำมันหอมระเหยที่หน้าท้อง"
"4007811","การนวดด้วยวิธีการแพทย์แผนไทยแบบราชสำนักที่หน้าท้อง"
"4007812","การนวดด้วยวิธีการแพทย์แผนไทยแบบเชลยศักดิ์ที่หน้าท้อง"
"4007818","การนวดด้วยวิธีการแพทย์แผนไทยแบบอื่นที่หน้าท้อง"
"4007819","การนวดด้วยวิธีการแพทย์แผนไทย ไม่ระบุรายละเอียดที่หน้าท้อง"
"4007820","การประคบด้วยสมุนไพรที่หน้าท้อง"
"4007821","การประคบความร้อนที่หน้าท้อง"
"4007822","การประคบความเย็นที่หน้าท้อง"
"4011","Lymphatic struct biopsy"
"4019","Lymphatic diag proc NEC"
"4021","Excis deep cervical node"
"4022","Excise int mammary node"
"4023","Excise axillary node"
"4024","Excise inguinal node"
"4029","Simp exc lymph struc NEC"
"403","Regional lymph node exc"
"4040","Rad neck dissection NOS"
"4041","Unilat rad neck dissect"
"4042","Bilat rad neck dissect"
"4050","Rad node dissection NOS"
"4051","Rad dissec axillary node"
"4052","Rad dissec periaort node"
"4053","Rad dissect iliac nodes"
"4054","Radical groin dissection"
"4059","Rad node dissection NEC"
"4061","Thorac duct cannulation"
"4062","Thoracic duct fistulizat"
"4063","Close thoracic duct fist"
"4064","Ligate thoracic duct"
"4069","Thoracic duct op NEC"
"409","Lymph structure op NEC"
"4100","Bone marrow trnsplnt NOS"
"4101","Auto bone mt w/o purg"
"4102","Alo bone marrow trnsplnt"
"4103","Allogrft bone marrow NOS"
"4104","Auto hem stem ct w/o pur"
"4105","Allo hem stem ct w/o pur"
"4106","Cord bld stem cell trans"
"411","PUNCTURE OF SPLEEN"
"412","Splenotorny"
"4131","BONE MARROW BIOPSY"
"4132","CLOSED SPLEEN BIOPSY"
"4133","Open spleen biopsy"
"4138","MARROW DIAGNOST PROC NEC"
"4139","SPLEEN DIAGNOST PROC NEC"
"4141","Splenic cyst marsupial"
"4142","Exc splenic lesion/tiss"
"4143","Partial splenectomy"
"415","Total splenectomy"
"4191","DONOR MARROW ASPIRATION"
"4192","INJECTION INTO MARROW"
"4193","Exc of accessory spleen"
"4194","Spleen transplantation"
"4195","Repair of spleen"
"4199","Spleen operation NEC"
"4201","Esophageal web incision"
"4209","Esophageal incision NEC"
"4210","Esophagostomy NOS"
"4211","Cervical esophagostomy"
"4212","Esoph pouch exteriorizat"
"4219","Ext fistulizat esoph NEC"
"4221","Esophagoscopy by incis"
"4222","Esophagoscopy thru stoma"
"4223","Esophagoscopy NEC"
"4224","Closed bx of esophagus"
"4225","Open biopsy of esophagus"
"4229","ESOPHAGEAL DX PROC NEC"
"4231","Loc excis esoph divertic"
"4232","Local excis esophag NEC"
"4233","Endosc destruc esoph les"
"4239","Destruct esophag les NEC"
"4240","Esophagectomy NOS"
"4241","Partial esophagectomy"
